season,season_type,player_id,player_name,team_id,team_abbreviation,games_played,minutes_per_game,fgm_per_game,fga_per_game,fg_pct,fg3m_per_game,fg3a_per_game,fg3_pct,ftm_per_game,fta_per_game,ft_pct,efg_pct
2021-22,Regular Season,203932,Aaron Gordon,1610612743,DEN,75,31.7,5.8,11.1,0.52,1.2,3.5,0.335,2.3,3.1,0.743,
2021-22,Regular Season,1630565,Aaron Henry,1610612755,PHI,6,2.8,0.2,0.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,
2021-22,Regular Season,1628988,Aaron Holiday,1610612756,PHX,63,16.2,2.4,5.4,0.447,0.6,1.6,0.379,0.9,1.1,0.868,
2021-22,Regular Season,1630174,Aaron Nesmith,1610612738,BOS,52,11.0,1.4,3.5,0.396,0.6,2.2,0.27,0.4,0.5,0.808,
2021-22,Regular Season,1630598,Aaron Wiggins,1610612760,OKC,50,24.2,3.1,6.7,0.463,0.8,2.8,0.304,1.2,1.7,0.729,
2021-22,Regular Season,1627846,Abdel Nader,1610612756,PHX,14,10.4,0.9,2.5,0.343,0.3,1.0,0.286,0.4,0.7,0.6,
2021-22,Regular Season,1630278,Ade Murkey,1610612758,SAC,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-22,Regular Season,1629678,Admiral Schofield,1610612753,ORL,38,12.3,1.4,3.4,0.419,0.7,2.1,0.329,0.3,0.4,0.8,
2021-22,Regular Season,1629958,Ahmad Caver,1610612754,IND,1,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-22,Regular Season,201143,Al Horford,1610612738,BOS,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,1.2,1.4,0.842,
2021-22,Regular Season,202692,Alec Burks,1610612752,NYK,81,28.6,3.5,9.0,0.391,1.9,4.8,0.404,2.7,3.3,0.822,
2021-22,Regular Season,1630758,Aleem Ford,1610612753,ORL,5,14.7,1.2,4.0,0.3,0.4,3.0,0.133,0.0,0.0,0.0,
2021-22,Regular Season,1630197,Aleksej Pokusevski,1610612760,OKC,61,20.2,3.0,7.5,0.408,0.9,3.2,0.289,0.6,0.8,0.7,
2021-22,Regular Season,1627936,Alex Caruso,1610612741,CHI,41,28.0,2.5,6.2,0.398,1.0,3.1,0.333,1.4,1.8,0.795,
2021-22,Regular Season,203458,Alex Len,1610612758,SAC,39,15.9,2.4,4.5,0.534,0.2,0.5,0.286,1.1,1.6,0.651,
2021-22,Regular Season,1628035,Alfonzo McKinnie,1610612741,CHI,17,12.1,1.4,3.6,0.393,0.5,1.6,0.333,0.1,0.5,0.25,
2021-22,Regular Season,1628993,Alize Johnson,1610612740,NOP,23,7.3,0.7,1.7,0.436,0.0,0.2,0.0,0.3,0.5,0.583,
2021-22,Regular Season,1630578,Alperen Sengun,1610612745,HOU,72,20.7,3.5,7.3,0.474,0.4,1.6,0.248,2.3,3.2,0.711,
2021-22,Regular Season,1629599,Amir Coffey,1610612746,LAC,69,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.5,1.7,0.863,
2021-22,Regular Season,203083,Andre Drummond,1610612751,BKN,73,19.7,3.4,5.9,0.57,0.0,0.0,0.0,1.2,2.2,0.524,
2021-22,Regular Season,2738,Andre Iguodala,1610612744,GSW,31,19.4,1.5,3.9,0.38,0.5,2.4,0.23,0.5,0.6,0.75,
2021-22,Regular Season,203952,Andrew Wiggins,1610612744,GSW,73,31.9,6.5,14.0,0.466,2.2,5.5,0.393,2.0,3.2,0.634,
2021-22,Regular Season,1629014,Anfernee Simons,1610612757,POR,57,29.5,6.2,14.0,0.443,3.1,7.8,0.405,1.8,2.0,0.888,
2021-22,Regular Season,203076,Anthony Davis,1610612747,LAL,40,35.1,9.3,17.4,0.532,0.3,1.8,0.186,4.4,6.1,0.713,
2021-22,Regular Season,1630162,Anthony Edwards,1610612750,MIN,72,34.2,7.6,17.3,0.441,3.0,8.4,0.357,3.1,3.9,0.786,
2021-22,Regular Season,1630264,Anthony Gill,1610612764,WAS,44,10.5,1.4,2.5,0.569,0.3,0.6,0.538,1.0,1.2,0.808,
2021-22,Regular Season,1630237,Anthony Lamb,1610612745,HOU,2,3.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
2021-22,Regular Season,1629717,Armoni Brooks,1610612761,TOR,54,15.6,1.8,5.4,0.339,1.4,4.6,0.297,0.3,0.4,0.857,
2021-22,Regular Season,1629083,Arnoldas Kulboka,1610612766,CHA,2,2.7,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,
2021-22,Regular Season,1630559,Austin Reaves,1610612747,LAL,61,23.2,2.4,5.2,0.459,0.9,2.7,0.317,1.6,1.9,0.839,
2021-22,Regular Season,203085,Austin Rivers,1610612743,DEN,67,22.1,2.2,5.2,0.417,1.2,3.4,0.342,0.5,0.7,0.727,
2021-22,Regular Season,202340,Avery Bradley,1610612747,LAL,62,22.7,2.4,5.6,0.423,1.3,3.4,0.39,0.3,0.3,0.889,
2021-22,Regular Season,1630245,Ayo Dosunmu,1610612741,CHI,77,27.4,3.6,6.9,0.52,0.9,2.4,0.376,0.7,1.0,0.679,
2021-22,Regular Season,1629168,BJ Johnson,1610612753,ORL,4,16.1,2.8,6.3,0.44,1.0,2.5,0.4,0.0,0.0,0.0,
2021-22,Regular Season,1628389,Bam Adebayo,1610612748,MIA,56,32.6,7.3,13.0,0.557,0.0,0.1,0.0,4.6,6.1,0.753,
2021-22,Regular Season,203463,Ben McLemore,1610612757,POR,64,20.1,3.4,8.4,0.401,2.4,6.5,0.362,1.1,1.4,0.818,
2021-22,Regular Season,202687,Bismack Biyombo,1610612756,PHX,36,14.1,2.4,4.0,0.593,0.0,0.0,0.0,1.1,2.0,0.535,
2021-22,Regular Season,201933,Blake Griffin,1610612751,BKN,56,17.1,2.4,5.6,0.425,0.7,2.6,0.262,1.0,1.4,0.724,
2021-22,Regular Season,1626246,Boban Marjanovic,1610612742,DAL,23,5.6,1.8,3.0,0.6,0.0,0.2,0.25,0.6,1.0,0.591,
2021-22,Regular Season,1626171,Bobby Portis,1610612749,MIL,72,28.2,5.8,12.1,0.479,1.8,4.7,0.393,1.2,1.6,0.752,
2021-22,Regular Season,203992,Bogdan Bogdanović,1610612737,ATL,63,29.3,5.4,12.6,0.431,2.7,7.3,0.368,1.5,1.8,0.843,
2021-22,Regular Season,202711,Bojan Bogdanovic,1610612762,UTA,69,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.2,3.8,0.858,
2021-22,Regular Season,1629626,Bol Bol,1610612753,ORL,14,5.8,1.1,1.9,0.556,0.1,0.3,0.25,0.1,0.4,0.4,
2021-22,Regular Season,1630538,Bones Hyland,1610612743,DEN,69,19.0,3.3,8.3,0.403,1.9,5.2,0.366,1.6,1.8,0.856,
2021-22,Regular Season,202954,Brad Wanamaker,1610612764,WAS,23,13.9,1.2,3.3,0.364,0.2,0.7,0.235,1.0,1.1,0.92,
2021-22,Regular Season,203078,Bradley Beal,1610612764,WAS,40,36.0,8.7,19.3,0.451,1.6,5.3,0.3,4.2,5.1,0.833,
2021-22,Regular Season,1630527,Brandon Boston,1610612746,LAC,51,14.9,2.5,6.4,0.385,0.7,2.2,0.306,1.2,1.4,0.819,
2021-22,Regular Season,1629634,Brandon Clarke,1610612763,MEM,64,19.5,4.5,7.0,0.644,0.1,0.3,0.227,1.3,2.0,0.654,
2021-22,Regular Season,1629164,Brandon Goodwin,1610612739,CLE,36,13.9,1.8,4.3,0.416,0.5,1.5,0.345,0.7,1.1,0.632,
2021-22,Regular Season,1627742,Brandon Ingram,1610612740,NOP,55,34.0,8.2,17.9,0.461,1.3,4.1,0.327,4.8,5.9,0.826,
2021-22,Regular Season,202688,Brandon Knight,1610612742,DAL,5,12.9,2.0,5.0,0.4,0.8,3.4,0.235,1.6,1.6,1.0,
