PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,SEASON,SEASON_TYPE,RANGE_LABEL
1629627,Zion Williamson,1610612740,NOP,23.0,69,64,0.266,155,289,0.536,0.536,0.266,155,289,0.536,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
1627734,Domantas Sabonis,1610612758,SAC,28.0,82,77,0.238,143,253,0.565,0.565,0.237,143,252,0.567,0.001,0,1,0.0,2023-24,Regular Season,0-2 Feet - Very Tight
203507,Giannis Antetokounmpo,1610612749,MIL,29.0,73,68,0.173,155,237,0.654,0.654,0.173,155,237,0.654,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
203999,Nikola Jokić,1610612743,DEN,29.0,77,66,0.165,131,228,0.575,0.575,0.165,131,228,0.575,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
203076,Anthony Davis,1610612747,LAL,31.0,75,68,0.182,126,228,0.553,0.553,0.182,126,228,0.553,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
1628991,Jaren Jackson Jr.,1610612763,MEM,24.0,66,62,0.174,85,202,0.421,0.423,0.172,84,200,0.42,0.002,1,2,0.5,2023-24,Regular Season,0-2 Feet - Very Tight
1630532,Franz Wagner,1610612753,ORL,22.0,72,68,0.179,97,196,0.495,0.495,0.178,97,195,0.497,0.001,0,1,0.0,2023-24,Regular Season,0-2 Feet - Very Tight
1630578,Alperen Sengun,1610612745,HOU,21.0,63,58,0.193,90,189,0.476,0.476,0.193,90,189,0.476,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
1631094,Paolo Banchero,1610612753,ORL,21.0,80,65,0.114,76,160,0.475,0.475,0.114,76,160,0.475,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
203994,Jusuf Nurkić,1610612756,PHX,29.0,74,54,0.239,58,147,0.395,0.395,0.239,58,147,0.395,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
203991,Clint Capela,1610612737,ATL,30.0,73,62,0.239,64,146,0.438,0.438,0.239,64,146,0.438,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
1627783,Pascal Siakam,1610612754,IND,30.0,80,62,0.113,85,144,0.59,0.59,0.112,85,142,0.599,0.002,0,2,0.0,2023-24,Regular Season,0-2 Feet - Very Tight
1628386,Jarrett Allen,1610612739,CLE,26.0,77,64,0.175,82,143,0.573,0.573,0.175,82,143,0.573,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
1630595,Cade Cunningham,1610612765,DET,22.0,61,56,0.125,61,143,0.427,0.434,0.123,59,141,0.418,0.002,2,2,1.0,2023-24,Regular Season,0-2 Feet - Very Tight
203932,Aaron Gordon,1610612743,DEN,28.0,71,56,0.2,77,141,0.546,0.546,0.2,77,141,0.546,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
1641705,Victor Wembanyama,1610612759,SAS,20.0,71,56,0.118,75,139,0.54,0.54,0.118,75,139,0.54,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
1630162,Anthony Edwards,1610612750,MIN,22.0,79,59,0.089,65,139,0.468,0.471,0.088,64,137,0.467,0.001,1,2,0.5,2023-24,Regular Season,0-2 Feet - Very Tight
1629651,Nic Claxton,1610612751,BKN,25.0,68,59,0.247,79,138,0.572,0.572,0.247,79,138,0.572,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
1628983,Shai Gilgeous-Alexander,1610612760,OKC,25.0,75,58,0.093,73,138,0.529,0.529,0.093,73,138,0.529,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
201942,DeMar DeRozan,1610612741,CHI,34.0,78,58,0.104,65,138,0.471,0.471,0.103,65,137,0.474,0.001,0,1,0.0,2023-24,Regular Season,0-2 Feet - Very Tight
1630228,Jonathan Kuminga,1610612744,GSW,21.0,73,60,0.164,73,136,0.537,0.537,0.163,73,135,0.541,0.001,0,1,0.0,2023-24,Regular Season,0-2 Feet - Very Tight
1627759,Jaylen Brown,1610612738,BOS,27.0,69,55,0.108,57,133,0.429,0.429,0.106,57,131,0.435,0.002,0,2,0.0,2023-24,Regular Season,0-2 Feet - Very Tight
1627826,Ivica Zubac,1610612746,LAC,27.0,67,53,0.26,70,132,0.53,0.53,0.26,70,132,0.53,0.0,0,0,,2023-24,Regular Season,0-2 Feet - Very Tight
